PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
360,0,3,Mr Robert Miller,male,22.38,0,0,A_00360,21.03,,Q
361,1,2,Miss Elisabeth Williams,female,30.6,0,0,A_00361,73.89,,S
362,1,3,Miss Sarah Smith,female,42.88,0,0,A_00362,16.24,,C
363,0,1,Mr Edward Wilson,male,31.25,0,0,A_00363,346.67,D11,S
364,0,1,Mr John Johnson,male,21.3,1,0,A_00364,139.86,,Q
365,0,3,Mr James Miller,male,29.35,0,0,A_00365,71.93,,S
366,0,3,Master William Johnson,male,38.85,5,1,PC_00366,59.41,,S
367,0,3,Master William Williams,male,32.49,0,0,A_00367,56.86,,S
368,1,2,Mrs Anna Wilson,female,17.53,0,0,PC_00368,48.89,,C
369,1,2,Mr Robert Jones,male,56.5,0,1,A_00369,98.41,,S
370,1,3,Mr James Miller,male,29.71,1,0,A_00370,20.11,,S
371,0,2,Master Edward Jones,male,40.17,0,1,PC_00371,42.2,,S
372,1,2,Mr Charles Brown,male,24.84,0,0,A_00372,206.83,,S
373,0,3,Ms Sarah Miller,female,46.15,1,0,PC_00373,69.63,,C
374,0,3,Mr John Wilson,male,0.42,1,0,A_00374,46.51,A9,S
375,0,3,Mr James Smith,male,22.65,0,0,PC_00375,209.33,,Q
376,0,3,Miss Elisabeth Brown,female,24.65,0,0,A_00376,51.7,E2,C
377,1,3,Mr Robert Davis,male,15.15,1,0,PC_00377,123.2,A81,S
378,1,1,Master Robert Brown,male,40.1,0,0,A_00378,30.91,,S
379,0,3,Mr William Davis,male,27.18,0,6,A_00379,98.09,,S
380,1,1,Mrs Sarah Jones,female,46.26,0,5,A_00380,32.13,,S
381,0,3,Mr Robert Smith,male,13.47,0,0,A_00381,49.91,,C
382,0,3,Mr James Miller,male,32.24,0,0,A_00382,199.32,,Q
383,1,1,Mrs Elisabeth Wilson,female,12.36,1,0,A_00383,14.98,,S
384,1,2,Miss Sarah Davis,female,32.25,0,0,A_00384,93.26,,C
385,0,3,Mr William Brown,male,41.43,1,0,A_00385,27.64,,S
386,0,3,Mr George Wilson,male,21.93,0,0,A_00386,91.35,,S
387,1,2,Mr James Davis,male,38.09,0,0,PC_00387,67.48,,S
388,0,3,Mr Charles Johnson,male,39.71,0,0,A_00388,118.65,,S
389,0,3,Mr James Wilson,male,26.32,0,1,A_00389,101.08,,S
390,0,3,Mr Edward Davis,male,29.48,0,0,A_00390,243.73,,Q
391,0,1,Mr James Williams,male,27.81,1,1,PC_00391,285.47,,S
392,1,2,Mr William Smith,male,19.19,1,0,PC_00392,114.89,,S
393,0,3,Mr George Johnson,male,28.65,1,0,A_00393,126.86,,S
394,0,3,Mr Charles Johnson,male,32.41,0,0,A_00394,120.6,,S
395,0,3,Mrs Mary Wilson,female,57.69,2,0,A_00395,29.34,,S
396,1,1,Mr Charles Smith,male,28.2,0,1,A_00396,35.89,,S
397,0,3,Miss Margaret Jones,female,38.12,0,0,PC_00397,295.09,,S
398,0,1,Mr Robert Miller,male,55.17,1,0,A_00398,14.45,,S
399,1,3,Miss Anna Williams,female,38.66,0,0,A_00399,233.99,,S
400,0,1,Mr George Davis,male,33.49,0,0,A_00400,103.85,,S
401,1,2,Mrs Sarah Brown,female,10.61,1,1,PC_00401,44.7,E59,C
402,1,3,Mrs Mary Smith,female,4.74,0,0,A_00402,84.76,,C
403,0,3,Mr Edward Brown,male,33.73,1,0,A_00403,287.89,,S
404,1,2,Mrs Alice Johnson,female,25.68,0,0,PC_00404,54.96,C102,S
405,0,3,Ms Anna Smith,female,47.97,0,0,PC_00405,20.16,,Q
406,1,2,Miss Mary Miller,female,33.74,1,0,A_00406,41.56,,S
407,1,2,Mr James Miller,male,51.95,3,0,A_00407,71.84,F126,S
408,0,3,Mr Robert Johnson,male,53.75,1,0,A_00408,36.5,,C
409,1,1,Mr James Brown,male,38.75,0,1,A_00409,26.96,,C
410,0,3,Master Edward Miller,male,26.83,1,0,PC_00410,155.07,F123,S
411,1,2,Ms Alice Johnson,female,45.04,1,0,A_00411,140.68,D23,C
412,0,1,Master George Williams,male,24.52,0,2,A_00412,37.42,C132,S
413,0,1,Mr Charles Miller,male,25.33,0,0,A_00413,83.5,,C
414,0,3,Ms Anna Jones,female,50.88,0,0,A_00414,92.91,,S
415,1,2,Mr John Wilson,male,12.61,0,0,PC_00415,117.25,D12,Q
416,0,1,Miss Elisabeth Johnson,female,17.23,0,0,A_00416,133.91,,S
417,0,3,Mr Robert Jones,male,29.83,0,0,A_00417,94.85,,S
418,1,2,Mrs Anna Brown,female,36.55,0,0,A_00418,9.23,,S
419,0,3,Mr Edward Wilson,male,20.09,0,0,A_00419,39.39,E101,S
420,1,1,Mr Robert Wilson,male,39.92,3,1,PC_00420,181.33,A109,S
421,0,3,Mr George Brown,male,13.15,1,0,A_00421,133.54,,S
422,0,3,Mr James Wilson,male,58.81,0,1,A_00422,174.0,,S
423,0,3,Mr William Smith,male,46.98,0,0,A_00423,128.14,,S
424,0,2,Mrs Emma Smith,female,29.43,0,0,A_00424,49.24,,S
425,0,3,Miss Elisabeth Johnson,female,51.68,0,0,A_00425,129.36,,C
426,0,1,Mr Robert Smith,male,26.16,1,0,PC_00426,141.91,,C
427,1,2,Mr Edward Davis,male,13.13,1,0,A_00427,148.56,,S
428,1,2,Miss Emma Williams,female,40.09,0,0,A_00428,7.02,,S
429,1,1,Mrs Anna Jones,female,9.3,3,4,A_00429,221.89,,S
430,0,2,Miss Margaret Davis,female,53.67,0,0,A_00430,140.77,,S
431,1,1,Mr George Williams,male,19.6,1,0,PC_00431,109.9,,S
432,0,3,Mr Edward Johnson,male,40.46,0,0,A_00432,178.62,,Q
433,1,1,Mr Robert Brown,male,4.07,0,0,PC_00433,61.18,,S
434,1,1,Miss Anna Davis,female,27.71,0,0,A_00434,26.71,,C
435,1,2,Mr George Wilson,male,28.95,0,2,PC_00435,97.61,,S
436,0,3,Mr Charles Jones,male,15.9,1,2,PC_00436,73.42,C79,S
437,0,3,Mr Robert Smith,male,27.38,0,0,PC_00437,17.97,,S
438,0,3,Mr Robert Wilson,male,33.04,1,1,A_00438,94.44,F84,S
439,1,1,Mr William Smith,male,33.84,1,0,A_00439,17.33,,S
440,1,3,Mr John Johnson,male,8.49,0,0,A_00440,119.59,,S
441,0,3,Mr William Davis,male,48.36,0,0,PC_00441,64.79,,S
442,0,2,Mr John Miller,male,22.69,1,0,PC_00442,20.19,,C
443,1,2,Miss Mary Wilson,female,13.48,0,0,PC_00443,101.03,,Q
444,0,3,Mr Charles Brown,male,32.14,0,1,A_00444,143.53,E44,S
445,0,3,Mr Robert Jones,male,8.31,0,0,A_00445,92.15,,S
446,0,2,Mr William Jones,male,36.65,0,0,A_00446,182.47,E82,S
447,0,3,Miss Mary Wilson,female,35.86,0,0,PC_00447,46.64,B106,S
448,0,3,Miss Mary Miller,female,28.56,0,1,A_00448,143.42,,S
449,1,3,Mr George Jones,male,25.15,0,0,A_00449,193.58,D93,S
450,1,1,Mr William Williams,male,41.44,0,4,PC_00450,138.86,A33,S
451,0,2,Mr Charles Wilson,male,15.3,1,0,PC_00451,153.7,,S
452,0,3,Miss Anna Brown,female,41.55,1,0,PC_00452,31.95,,S
453,1,3,Mr John Johnson,male,25.1,1,1,PC_00453,158.52,,S
454,1,1,Miss Alice Johnson,female,17.46,2,1,A_00454,241.54,,Q
455,1,1,Mr John Johnson,male,12.68,1,0,A_00455,32.95,,S
456,0,2,Mr George Smith,male,12.99,0,0,A_00456,76.11,,S
457,1,1,Mr Robert Williams,male,31.45,1,0,PC_00457,118.57,,Q
458,1,1,Mr James Smith,male,0.42,1,0,A_00458,325.25,,C
459,1,1,Mr Robert Miller,male,46.4,0,0,A_00459,45.12,,C
460,0,2,Mr William Brown,male,24.4,1,2,A_00460,99.06,,S
461,1,3,Miss Anna Miller,female,24.03,1,0,PC_00461,7.0,B73,S
462,1,1,Mrs Alice Johnson,female,36.96,0,0,A_00462,11.03,D62,S
463,0,2,Mr William Brown,male,12.32,1,0,A_00463,85.73,,C
464,1,2,Mr Charles Wilson,male,70.4,1,0,PC_00464,36.5,D17,S
465,1,1,Mr George Smith,male,22.72,0,0,PC_00465,106.07,,S
466,0,2,Mr John Wilson,male,17.25,0,0,A_00466,25.32,,S
467,0,2,Mr Charles Johnson,male,22.67,0,0,A_00467,87.35,,C
468,0,1,Master Edward Jones,male,18.14,0,1,PC_00468,155.99,,S
469,1,3,Miss Elisabeth Brown,female,25.11,0,0,A_00469,93.73,,S
470,1,3,Miss Sarah Smith,female,38.92,1,0,A_00470,42.94,,S
471,1,1,Miss Emma Smith,female,41.16,0,0,A_00471,79.77,C146,S
472,1,3,Mr Robert Jones,male,48.47,4,0,PC_00472,77.36,E46,C
473,1,1,Miss Sarah Smith,female,28.66,0,2,PC_00473,58.6,,S
474,0,2,Mr Charles Jones,male,8.83,0,0,A_00474,33.36,,S
475,0,3,Mr James Wilson,male,11.57,1,0,A_00475,381.11,,S
476,1,3,Mr John Brown,male,26.51,0,0,A_00476,76.24,F138,S
477,1,2,Miss Sarah Smith,female,46.13,0,0,A_00477,29.06,F119,S
478,1,2,Miss Alice Williams,female,43.16,0,0,A_00478,187.8,,C
479,1,1,Miss Elisabeth Brown,female,32.12,0,0,A_00479,39.78,,C
480,1,3,Mr William Brown,male,30.63,0,0,A_00480,158.87,A5,S
481,1,2,Miss Alice Johnson,female,24.16,0,0,A_00481,319.93,,S
482,0,3,Mr William Wilson,male,46.24,0,0,PC_00482,29.18,,C
483,0,2,Mr John Miller,male,19.81,0,5,A_00483,168.89,,S
484,1,3,Mrs Sarah Wilson,female,35.97,0,1,A_00484,64.37,,S
485,1,1,Mr William Davis,male,56.07,0,0,PC_00485,192.86,F114,C
486,0,3,Mr George Brown,male,14.05,1,0,A_00486,51.77,,S
487,0,2,Master William Johnson,male,16.21,0,0,A_00487,45.6,,S
488,0,1,Mr William Wilson,male,24.37,0,0,PC_00488,74.96,,S
489,0,3,Mrs Mary Miller,female,54.01,0,0,PC_00489,54.22,,S
490,1,1,Mr John Davis,male,39.64,2,2,A_00490,97.62,D66,S
491,1,3,Miss Emma Miller,female,16.5,0,0,A_00491,19.94,,S
492,1,3,Mr George Davis,male,18.47,1,0,A_00492,127.03,,S
493,0,3,Mr Robert Johnson,male,16.05,1,0,PC_00493,61.69,,S
494,0,3,Miss Margaret Davis,female,21.98,1,0,PC_00494,98.11,,S
495,0,3,Mr George Johnson,male,22.62,0,0,A_00495,42.11,C22,Q
496,0,2,Mr Charles Jones,male,19.85,0,0,A_00496,121.19,,C
497,1,2,Mr Robert Davis,male,0.75,8,1,A_00497,75.09,,S
498,1,1,Mr William Smith,male,41.3,1,1,A_00498,73.26,,S
499,0,3,Mr Robert Wilson,male,25.48,1,0,A_00499,87.88,,S
500,1,3,Mrs Margaret Wilson,female,22.85,0,0,PC_00500,118.2,,S
501,1,1,Mrs Alice Jones,female,21.11,1,0,PC_00501,26.19,,S
502,0,2,Mrs Sarah Johnson,female,18.53,0,0,A_00502,26.38,,S
503,0,3,Mrs Anna Johnson,female,21.06,0,1,A_00503,30.9,C98,C
504,0,3,Mr Charles Brown,male,6.34,1,3,PC_00504,64.65,D81,S
505,1,1,Miss Margaret Johnson,female,45.19,0,0,PC_00505,36.05,,S
506,1,3,Mr Edward Williams,male,19.36,2,0,A_00506,170.93,,S
507,1,2,Miss Elisabeth Davis,female,10.09,0,0,PC_00507,69.65,,C
508,0,3,Miss Anna Smith,female,15.37,0,0,A_00508,96.02,,Q
509,1,1,Miss Margaret Davis,female,42.81,4,0,A_00509,70.94,,S
510,0,2,Mr Edward Wilson,male,16.83,1,2,A_00510,143.98,,S
511,0,2,Miss Margaret Johnson,female,25.38,0,0,A_00511,150.04,D112,C
512,0,2,Mr Charles Wilson,male,14.34,1,0,PC_00512,80.15,,S
513,1,3,Miss Margaret Johnson,female,43.78,0,0,PC_00513,31.19,,S
514,0,3,Mr William Jones,male,5.34,0,0,PC_00514,61.07,,C
515,0,3,Mr George Smith,male,29.95,0,0,PC_00515,382.41,C56,S
516,0,3,Mr John Jones,male,18.36,0,0,A_00516,23.32,,S
517,0,1,Mr Edward Williams,male,33.26,0,0,A_00517,169.8,,S
518,0,2,Mrs Elisabeth Brown,female,20.69,0,0,PC_00518,80.43,B97,C
519,1,3,Miss Mary Williams,female,9.9,1,0,A_00519,69.75,,S
520,1,1,Mrs Anna Williams,female,49.22,0,1,PC_00520,79.63,,Q
521,1,2,Miss Margaret Jones,female,34.31,1,0,A_00521,82.65,,S
522,1,3,Miss Mary Williams,female,11.12,0,0,A_00522,201.28,C142,S
523,1,3,Mrs Mary Davis,female,11.61,1,0,A_00523,107.78,,C
524,1,1,Ms Alice Wilson,female,48.36,0,0,A_00524,48.98,,S
525,1,1,Miss Elisabeth Jones,female,15.96,1,0,A_00525,61.17,,Q
526,1,3,Miss Elisabeth Johnson,female,7.01,0,0,A_00526,69.9,,S
527,1,2,Miss Anna Davis,female,17.66,0,0,PC_00527,56.23,,S
528,0,3,Master John Davis,male,23.04,0,0,A_00528,13.86,,S
529,0,3,Mr William Williams,male,56.45,0,0,A_00529,183.97,F61,C
530,1,1,Mrs Elisabeth Brown,female,24.81,0,0,PC_00530,58.34,C64,S
531,0,3,Mr John Williams,male,26.11,0,0,A_00531,129.81,,S
532,1,1,Mr James Jones,male,43.12,0,0,A_00532,84.2,,S
533,1,1,Miss Mary Johnson,female,34.68,0,0,A_00533,128.38,,Q
534,0,3,Mr John Williams,male,11.37,1,0,A_00534,127.82,,S
535,1,1,Miss Elisabeth Smith,female,15.69,0,2,PC_00535,132.34,,S
536,0,3,Ms Emma Smith,female,31.22,0,0,PC_00536,31.21,,S
537,0,3,Mr Charles Jones,male,43.96,0,0,PC_00537,23.44,E56,S
538,0,3,Mr William Smith,male,50.13,0,0,A_00538,54.48,,S
539,0,3,Ms Margaret Johnson,female,22.84,1,0,A_00539,46.53,,S
540,1,2,Mr John Johnson,male,42.57,4,0,A_00540,7.21,,S
541,0,3,Mr Robert Brown,male,36.66,0,0,A_00541,65.45,,S
542,1,1,Mr William Davis,male,28.82,1,0,A_00542,117.58,B19,C
543,1,2,Mr John Williams,male,34.83,1,0,PC_00543,28.07,B4,C
544,0,3,Mr James Miller,male,44.31,1,1,A_00544,25.35,E69,S
545,0,3,Master Robert Johnson,male,37.7,0,0,A_00545,84.41,,S
546,1,1,Miss Alice Williams,female,23.33,0,0,A_00546,16.76,,S
547,0,3,Master William Williams,male,41.37,0,0,A_00547,55.56,,S
548,1,3,Miss Margaret Wilson,female,28.44,0,2,A_00548,57.71,,S
549,1,2,Mrs Alice Johnson,female,8.78,0,0,A_00549,82.73,,S
550,1,3,Miss Emma Williams,female,49.08,0,0,PC_00550,114.5,E108,S
551,1,1,Mrs Mary Williams,female,25.98,2,0,A_00551,163.73,A4,C
552,1,3,Mrs Anna Smith,female,18.71,1,0,PC_00552,162.46,F9,S
553,0,3,Mr William Davis,male,15.49,0,2,A_00553,89.96,,Q
554,0,1,Mr Robert Williams,male,26.47,0,1,PC_00554,23.87,,S
555,1,2,Mr James Brown,male,14.09,1,0,A_00555,51.33,,C
556,1,1,Mr George Miller,male,36.3,0,0,A_00556,71.13,,S
557,0,1,Mr William Wilson,male,35.45,1,0,PC_00557,122.56,,S
558,1,3,Mr Charles Davis,male,7.56,0,0,PC_00558,105.53,,S
559,0,3,Mr John Wilson,male,54.4,5,0,PC_00559,8.91,,S
560,0,3,Master George Williams,male,20.71,0,0,A_00560,202.18,,S
561,1,2,Mr Robert Wilson,male,20.33,0,0,PC_00561,87.17,,S
562,1,3,Mr John Brown,male,42.34,0,1,A_00562,6.16,,S
563,0,1,Mr James Johnson,male,63.26,0,0,A_00563,178.51,,S
564,1,2,Mrs Alice Smith,female,28.21,0,0,A_00564,93.29,,S
565,0,2,Mr George Jones,male,13.83,0,0,PC_00565,80.1,D88,S
566,0,3,Mr Charles Brown,male,28.05,1,2,PC_00566,86.35,,S
567,1,3,Master Robert Jones,male,51.15,0,0,A_00567,90.87,D33,S
568,1,3,Mr William Smith,male,30.95,1,0,A_00568,161.52,,S
569,1,2,Master James Johnson,male,37.75,0,6,A_00569,81.83,,S
570,0,2,Master John Johnson,male,14.64,0,0,A_00570,154.64,F5,S
571,0,3,Mr William Wilson,male,28.65,2,0,A_00571,87.84,D32,C
572,1,2,Miss Anna Jones,female,19.59,0,1,A_00572,78.33,,S
573,0,3,Mrs Alice Smith,female,30.76,0,0,A_00573,118.28,,S
574,0,1,Mr George Jones,male,49.11,0,0,A_00574,223.58,C53,S
575,0,1,Mr Edward Miller,male,7.18,0,3,PC_00575,118.17,,S
576,1,1,Mr Charles Johnson,male,58.88,1,0,PC_00576,54.75,,C
577,1,1,Mr William Davis,male,22.02,0,1,A_00577,28.24,,S
578,1,3,Mrs Mary Brown,female,11.16,0,0,A_00578,96.35,,S
579,1,3,Miss Elisabeth Johnson,female,18.27,1,0,A_00579,34.82,,S
580,1,2,Miss Sarah Jones,female,28.79,0,0,PC_00580,40.52,F125,S
581,0,2,Mr Robert Williams,male,32.18,0,0,A_00581,75.94,,S
582,1,2,Mr William Johnson,male,49.33,2,0,PC_00582,78.81,,S
583,1,1,Mr Charles Jones,male,35.62,0,0,A_00583,50.21,,S
584,1,3,Miss Alice Williams,female,34.02,1,0,A_00584,18.19,,C
585,1,1,Mr Edward Davis,male,30.83,0,0,A_00585,108.05,,S
586,0,3,Mr James Johnson,male,30.97,0,0,PC_00586,161.52,A36,S
587,0,1,Mr Edward Smith,male,36.98,0,0,PC_00587,362.29,,S
588,0,1,Mr Edward Davis,male,43.44,0,0,A_00588,34.69,,C
589,0,3,Mr Edward Brown,male,27.96,0,1,A_00589,96.08,,S
590,0,1,Mr Robert Williams,male,38.42,0,0,A_00590,123.54,B57,S
591,0,3,Mr John Williams,male,25.99,0,0,A_00591,22.19,A62,S
592,1,1,Mr Robert Miller,male,18.3,0,0,PC_00592,31.36,,S
593,1,1,Mr George Brown,male,38.65,0,0,A_00593,124.58,A10,S
594,0,3,Mr Robert Brown,male,30.07,1,0,PC_00594,80.0,F74,Q
595,1,3,Mr Robert Williams,male,54.92,1,1,A_00595,157.84,,S
596,1,2,Mr John Jones,male,0.42,0,0,A_00596,94.13,,S
597,1,1,Mr John Miller,male,14.97,1,0,A_00597,180.12,,Q
598,0,3,Miss Mary Brown,female,28.49,0,0,A_00598,36.38,,Q
599,0,2,Mr George Miller,male,25.71,0,0,A_00599,110.96,,S
600,0,2,Mrs Margaret Johnson,female,24.22,0,0,A_00600,130.21,,S
601,1,3,Mr Robert Miller,male,37.86,0,0,A_00601,16.19,C36,S
602,1,2,Mr John Jones,male,54.76,1,0,PC_00602,25.55,,S
603,1,2,Mrs Margaret Williams,female,34.7,2,0,A_00603,54.87,B107,S
604,1,3,Mr James Miller,male,6.03,0,0,A_00604,74.64,,S
605,1,2,Mr Charles Jones,male,47.97,1,0,PC_00605,61.72,,S
606,1,1,Miss Emma Jones,female,25.23,0,1,A_00606,25.3,,S
607,1,3,Master George Williams,male,33.15,1,0,A_00607,103.83,,S
608,0,3,Mr Edward Wilson,male,27.84,0,0,A_00608,127.54,,C
609,1,2,Mr John Williams,male,19.08,1,0,PC_00609,130.34,,S
610,1,1,Mr Edward Johnson,male,35.0,0,0,A_00610,28.13,,S
611,0,1,Mr William Wilson,male,14.06,0,0,A_00611,143.11,,S
612,1,1,Mr Charles Miller,male,29.11,0,2,A_00612,105.96,,C
613,1,1,Mrs Sarah Miller,female,18.57,0,0,A_00613,166.99,,S
614,0,1,Master Edward Brown,male,36.28,0,0,PC_00614,154.25,,Q
615,1,3,Mr John Wilson,male,14.96,0,0,A_00615,87.31,,S
616,0,3,Mr George Johnson,male,18.43,0,0,PC_00616,38.73,,S
617,0,3,Mr Charles Wilson,male,24.13,0,0,A_00617,177.57,,S
618,1,3,Miss Mary Miller,female,41.91,0,1,PC_00618,117.44,,S
619,1,2,Mrs Margaret Davis,female,24.9,1,0,A_00619,59.31,,Q
620,0,3,Master John Brown,male,32.8,0,0,A_00620,45.6,,S
621,1,3,Mr William Miller,male,25.02,0,0,A_00621,95.21,,S
622,1,3,Mrs Anna Williams,female,63.84,0,1,A_00622,155.32,,S
623,0,1,Master Edward Smith,male,25.06,0,0,A_00623,50.11,F64,Q
624,0,3,Mr John Johnson,male,18.06,0,0,PC_00624,144.87,,S
625,0,1,Miss Sarah Johnson,female,44.48,0,0,PC_00625,112.65,,Q
626,0,3,Mr William Smith,male,22.36,0,3,A_00626,49.86,,Q
627,0,3,Mr Robert Smith,male,10.51,0,0,A_00627,76.15,,C
628,0,1,Master Edward Jones,male,15.68,0,0,A_00628,110.1,,C
629,0,3,Master Charles Wilson,male,42.97,0,0,A_00629,29.77,,S
630,0,3,Mr Charles Davis,male,49.75,5,0,PC_00630,155.6,,S
631,0,2,Mr John Wilson,male,45.09,0,0,PC_00631,146.95,,S
632,0,3,Mr James Wilson,male,23.78,0,2,PC_00632,112.66,,S
633,1,1,Mr Edward Miller,male,49.61,0,0,A_00633,20.59,B90,Q
634,1,1,Mr James Miller,male,12.46,1,0,A_00634,22.74,,S
635,0,2,Mrs Emma Miller,female,24.54,0,0,A_00635,29.24,,S
636,0,3,Miss Margaret Jones,female,40.76,0,0,PC_00636,313.32,,S
637,1,3,Mr John Miller,male,19.57,3,0,A_00637,88.03,,S
638,1,2,Mr James Miller,male,38.61,0,0,A_00638,205.21,D130,S
639,0,3,Mr John Davis,male,43.01,1,1,PC_00639,55.22,A34,S
640,0,3,Mr Charles Johnson,male,24.35,0,0,A_00640,51.64,F91,S
641,0,3,Mrs Sarah Johnson,female,41.12,0,0,PC_00641,163.15,E95,S
642,0,3,Mr Robert Jones,male,23.76,1,0,A_00642,98.46,,S
643,1,1,Mr John Jones,male,57.42,4,0,PC_00643,104.52,,S
644,0,3,Mr Edward Smith,male,33.65,0,1,A_00644,361.49,,S
645,0,3,Mr John Williams,male,27.48,0,2,A_00645,170.68,,C
646,0,1,Mr John Davis,male,37.12,0,0,PC_00646,136.18,,S
647,0,3,Mr William Jones,male,37.6,0,2,A_00647,135.06,,S
648,1,1,Mr George Williams,male,4.79,0,0,PC_00648,174.15,,S
649,0,3,Mr George Davis,male,19.22,0,2,A_00649,312.33,,S
650,0,2,Mr Robert Williams,male,39.92,0,0,A_00650,83.96,,S
651,0,3,Mr James Davis,male,26.24,0,0,A_00651,334.0,,C
652,1,2,Miss Anna Johnson,female,8.53,0,1,A_00652,62.75,,S
653,0,2,Mr William Williams,male,36.98,1,2,A_00653,198.85,,S
654,0,3,Mr John Williams,male,16.01,0,0,PC_00654,266.78,F64,S
655,1,1,Mrs Anna Davis,female,41.08,0,1,PC_00655,310.21,,C
656,0,3,Miss Alice Brown,female,5.41,0,1,PC_00656,284.26,,S
657,0,3,Master George Davis,male,26.82,0,0,A_00657,58.7,,S
658,1,3,Mr John Johnson,male,30.92,1,0,A_00658,94.78,D64,S
659,0,1,Mr John Miller,male,46.04,1,1,A_00659,20.2,,S
660,0,3,Mr John Davis,male,13.04,0,0,A_00660,91.45,,S
661,0,3,Mr George Davis,male,36.15,0,3,A_00661,15.74,,C
662,0,2,Mr Charles Jones,male,30.4,0,0,A_00662,35.32,C35,Q
663,1,1,Miss Sarah Wilson,female,28.08,0,0,A_00663,163.76,F144,C
664,1,3,Mr William Jones,male,22.45,0,1,A_00664,139.96,E99,S
665,0,2,Ms Mary Williams,female,32.06,1,1,PC_00665,149.92,,C
666,0,1,Mr James Jones,male,41.84,0,0,A_00666,194.55,,S
667,0,1,Mr John Davis,male,20.76,0,0,A_00667,35.55,C120,S
668,0,3,Mr James Brown,male,24.24,1,2,PC_00668,43.45,,S
669,0,1,Master Edward Smith,male,31.65,0,0,A_00669,16.89,,Q
670,0,3,Master William Johnson,male,28.56,1,0,A_00670,13.13,,C
671,0,1,Mr George Davis,male,9.97,0,1,A_00671,167.37,,S
672,1,1,Mr Edward Smith,male,36.36,0,0,A_00672,17.03,,S
673,0,1,Mr George Brown,male,41.28,0,0,A_00673,138.69,,S
674,0,2,Mr James Miller,male,21.91,0,0,A_00674,44.79,,Q
675,0,2,Mr George Jones,male,42.09,0,0,PC_00675,164.08,,S
676,1,2,Mr George Miller,male,33.67,0,0,A_00676,73.96,D122,S
677,0,2,Mr Edward Brown,male,20.27,0,0,PC_00677,230.31,,S
678,0,2,Ms Sarah Brown,female,48.53,0,1,A_00678,13.05,,S
679,1,1,Miss Emma Brown,female,15.83,0,0,A_00679,146.14,,C
680,0,1,Mr James Williams,male,30.98,0,0,A_00680,74.7,,Q
681,0,2,Miss Elisabeth Miller,female,51.21,0,0,A_00681,150.46,,C
682,1,1,Mr William Jones,male,26.35,0,0,A_00682,16.96,,C
683,1,2,Mr William Miller,male,23.94,0,1,PC_00683,69.29,,S
684,0,3,Master Charles Miller,male,40.2,0,0,A_00684,83.98,,C
685,1,3,Miss Sarah Wilson,female,17.64,0,0,A_00685,5.7,,S
686,1,1,Miss Margaret Miller,female,28.0,0,0,A_00686,84.13,,S
687,0,2,Mr Robert Brown,male,30.24,0,0,A_00687,32.7,,S
688,1,3,Miss Anna Johnson,female,30.73,0,0,A_00688,129.26,,S
689,0,2,Mr James Brown,male,0.42,1,0,A_00689,24.27,E122,S
690,1,1,Miss Elisabeth Smith,female,11.62,0,0,A_00690,17.31,,C
691,0,2,Mr Robert Davis,male,48.09,0,0,A_00691,167.23,,S
692,1,2,Mrs Margaret Davis,female,11.25,0,0,PC_00692,91.57,,Q
693,0,3,Mr Charles Williams,male,31.25,0,4,A_00693,73.4,,S
694,0,2,Miss Alice Brown,female,37.43,1,4,PC_00694,74.51,C46,S
695,0,3,Mrs Anna Miller,female,30.86,0,2,A_00695,57.78,,S
696,0,1,Mr John Davis,male,37.64,2,0,A_00696,3.72,,S
697,1,2,Mr George Johnson,male,34.31,0,0,A_00697,80.81,E100,S
698,1,3,Miss Mary Brown,female,39.03,0,1,A_00698,40.89,,S
699,0,3,Mr George Johnson,male,21.47,0,0,PC_00699,225.64,F105,S
700,1,3,Miss Anna Smith,female,26.31,1,0,PC_00700,205.31,,S
701,1,3,Mrs Emma Johnson,female,17.42,0,0,A_00701,84.7,,C
702,0,3,Mr James Jones,male,17.07,0,0,A_00702,160.32,,S
703,0,2,Mr James Wilson,male,10.92,0,1,A_00703,115.9,,S
704,1,1,Miss Margaret Davis,female,6.27,1,0,A_00704,49.44,,S
705,1,3,Mr William Brown,male,33.19,0,0,PC_00705,96.37,,S
706,0,3,Master George Brown,male,14.48,0,0,A_00706,7.91,F26,S
707,0,3,Mr George Brown,male,47.01,0,1,PC_00707,88.36,,Q
708,1,1,Miss Elisabeth Wilson,female,21.21,1,0,A_00708,401.69,,C
709,0,3,Mr Charles Davis,male,33.0,0,0,A_00709,44.49,D50,Q
710,0,3,Mr Charles Brown,male,18.94,0,0,A_00710,66.2,,S
711,0,3,Mr George Williams,male,48.26,0,0,PC_00711,194.82,B55,C
712,1,2,Mr William Williams,male,41.12,1,2,A_00712,46.58,E122,S
713,0,3,Miss Alice Davis,female,38.2,2,0,A_00713,35.9,D15,S
714,0,3,Mr William Brown,male,35.2,1,0,A_00714,74.18,,S
715,0,2,Mr Charles Davis,male,0.42,2,0,PC_00715,208.52,C71,S
716,0,3,Mr Robert Brown,male,19.19,1,0,A_00716,244.12,,S
717,0,3,Mr Edward Wilson,male,53.55,0,1,A_00717,300.79,C120,S
718,1,1,Mr John Miller,male,14.4,2,0,PC_00718,140.19,,S
719,0,1,Mr Charles Williams,male,63.14,0,0,A_00719,137.46,,S
720,1,1,Miss Anna Miller,female,54.98,0,0,A_00720,89.33,,S
